Año,Fecha (dd/mm/aaaa),Moneda,Continente,Id Moneda,Tipo de cambio,Tipo de tasa,Valor
2011,2011-12-01,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7935"
2011,2011-12-01,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1086,27265"
2011,2011-12-01,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1087,130419"
2011,2011-12-02,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,698"
2011,2011-12-02,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698999"
2011,2011-12-02,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"722,160049"
2011,2011-12-02,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"722,7613"
2011,2011-12-02,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,789199"
2011,2011-12-02,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7903"
2011,2011-12-02,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1088,705799"
2011,2011-12-02,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1089,87815"
2011,2011-12-03,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,698"
2011,2011-12-03,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698999"
2011,2011-12-03,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"718,165979"
2011,2011-12-03,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,80281"
2011,2011-12-03,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,789199"
2011,2011-12-03,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7903"
2011,2011-12-03,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1082,684459"
2011,2011-12-03,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1083,909"
2011,2011-12-04,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,698"
2011,2011-12-04,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698999"
2011,2011-12-04,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"718,165979"
2011,2011-12-04,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,80281"
2011,2011-12-04,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,789199"
2011,2011-12-04,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7903"
2011,2011-12-04,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1082,684459"
2011,2011-12-04,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1083,909"
2011,2011-12-05,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,697"
2011,2011-12-05,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698"
2011,2011-12-05,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"718,43217"
2011,2011-12-05,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"719,06933"
2011,2011-12-05,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,7807"
2011,2011-12-05,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7817"
2011,2011-12-05,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1087,910419"
2011,2011-12-05,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1089,08294"
2011,2011-12-06,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-06,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698"
2011,2011-12-06,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,457369"
2011,2011-12-06,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,423589"
2011,2011-12-06,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,7945"
2011,2011-12-06,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7955"
2011,2011-12-06,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1078,08409"
2011,2011-12-06,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1079,336859"
2011,2011-12-07,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694999"
2011,2011-12-07,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-07,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,704849"
2011,2011-12-07,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,57884"
2011,2011-12-07,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,7935"
2011,2011-12-07,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,7948"
2011,2011-12-07,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1078,476709"
2011,2011-12-07,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1079,77139"
2011,2011-12-08,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694999"
2011,2011-12-08,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-08,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"715,66926"
2011,2011-12-08,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"716,500919"
2011,2011-12-08,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8118"
2011,2011-12-08,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8129"
2011,2011-12-08,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1064,68089"
2011,2011-12-08,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1065,774359"
2011,2011-12-09,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694"
2011,2011-12-09,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,696"
2011,2011-12-09,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"715,934709"
2011,2011-12-09,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"716,76688"
2011,2011-12-09,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8082"
2011,2011-12-09,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,809399"
2011,2011-12-09,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1066,74035"
2011,2011-12-09,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1067,89625"
2011,2011-12-10,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694"
2011,2011-12-10,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,696"
2011,2011-12-10,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"714,625369"
2011,2011-12-10,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"715,504819"
2011,2011-12-10,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8082"
2011,2011-12-10,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,809399"
2011,2011-12-10,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1064,78943"
2011,2011-12-10,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1066,01592"
2011,2011-12-11,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694"
2011,2011-12-11,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,696"
2011,2011-12-11,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"714,625369"
2011,2011-12-11,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"715,504819"
2011,2011-12-11,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8082"
2011,2011-12-11,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,809399"
2011,2011-12-11,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1064,78943"
2011,2011-12-11,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1066,01592"
2011,2011-12-12,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,7"
2011,2011-12-12,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,702999"
2011,2011-12-12,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"712,774689"
2011,2011-12-12,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"713,914809"
2011,2011-12-12,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,835"
2011,2011-12-12,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8365"
2011,2011-12-12,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1049,077039"
2011,2011-12-12,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1050,44686"
2011,2011-12-13,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-13,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-13,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"716,243969"
2011,2011-12-13,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"716,947319"
2011,2011-12-13,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8503"
2011,2011-12-13,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8513"
2011,2011-12-13,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1043,43434"
2011,2011-12-13,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1044,635999"
2011,2011-12-14,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,697"
2011,2011-12-14,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698"
2011,2011-12-14,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"714,792429"
2011,2011-12-14,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"715,42825"
2011,2011-12-14,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8785"
2011,2011-12-14,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8805"
2011,2011-12-14,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1025,530439"
2011,2011-12-14,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1027,154639"
2011,2011-12-15,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694999"
2011,2011-12-15,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,696"
2011,2011-12-15,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"718,497769"
2011,2011-12-15,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"719,15769"
2011,2011-12-15,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,861"
2011,2011-12-15,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8625"
2011,2011-12-15,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1040,037579"
2011,2011-12-15,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1041,445449"
2011,2011-12-16,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-16,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-16,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,560249"
2011,2011-12-16,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,345689"
2011,2011-12-16,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,849499"
2011,2011-12-16,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8504"
2011,2011-12-16,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1045,860349"
2011,2011-12-16,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1047,12625"
2011,2011-12-17,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-17,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-17,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,51575"
2011,2011-12-17,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,149099"
2011,2011-12-17,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,849499"
2011,2011-12-17,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8504"
2011,2011-12-17,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1045,795499"
2011,2011-12-17,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1046,83968"
2011,2011-12-18,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-18,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-18,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,51575"
2011,2011-12-18,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,149099"
2011,2011-12-18,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,849499"
2011,2011-12-18,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8504"
2011,2011-12-18,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1045,795499"
2011,2011-12-18,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1046,83968"
2011,2011-12-19,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-19,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,698"
2011,2011-12-19,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,24981"
2011,2011-12-19,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"718,149099"
2011,2011-12-19,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8645"
2011,2011-12-19,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,865699"
2011,2011-12-19,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1037,21927"
2011,2011-12-19,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1038,417799"
2011,2011-12-20,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694"
2011,2011-12-20,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,696"
2011,2011-12-20,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"719,098659"
2011,2011-12-20,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"720,148469"
2011,2011-12-20,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,839499"
2011,2011-12-20,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,841299"
2011,2011-12-20,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1052,891969"
2011,2011-12-20,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1054,677899"
2011,2011-12-21,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,693"
2011,2011-12-21,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,694"
2011,2011-12-21,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"716,86711"
2011,2011-12-21,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"717,753429"
2011,2011-12-21,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,857399"
2011,2011-12-21,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8585"
2011,2011-12-21,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1039,139089"
2011,2011-12-21,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1040,6536"
2011,2011-12-22,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,693"
2011,2011-12-22,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,694999"
2011,2011-12-22,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"717,974019"
2011,2011-12-22,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"719,09023"
2011,2011-12-22,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8572"
2011,2011-12-22,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8582"
2011,2011-12-22,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1041,298029"
2011,2011-12-22,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1042,70407"
2011,2011-12-23,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,692499"
2011,2011-12-23,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,6955"
2011,2011-12-23,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"714,8618"
2011,2011-12-23,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"716,25255"
2011,2011-12-23,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8605"
2011,2011-12-23,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,862"
2011,2011-12-23,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1034,860359"
2011,2011-12-23,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1036,554679"
2011,2011-12-24,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,692499"
2011,2011-12-24,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,6955"
2011,2011-12-24,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"712,29456"
2011,2011-12-24,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"713,786439"
2011,2011-12-24,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8605"
2011,2011-12-24,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,862"
2011,2011-12-24,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1031,143929"
2011,2011-12-24,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1032,98575"
2011,2011-12-25,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,692499"
2011,2011-12-25,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,6955"
2011,2011-12-25,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"712,29456"
2011,2011-12-25,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"713,786439"
2011,2011-12-25,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8605"
2011,2011-12-25,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,862"
2011,2011-12-25,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1031,143929"
2011,2011-12-25,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1032,98575"
2011,2011-12-26,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,692499"
2011,2011-12-26,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,6955"
2011,2011-12-26,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"712,29456"
2011,2011-12-26,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"713,786439"
2011,2011-12-26,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8605"
2011,2011-12-26,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,862"
2011,2011-12-26,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1031,143929"
2011,2011-12-26,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1032,98575"
2011,2011-12-27,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694"
2011,2011-12-27,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,694999"
2011,2011-12-27,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"712,426709"
2011,2011-12-27,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"713,389009"
2011,2011-12-27,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8592"
2011,2011-12-27,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8602"
2011,2011-12-27,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1032,141699"
2011,2011-12-27,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1033,708039"
2011,2011-12-28,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,694999"
2011,2011-12-28,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,696"
2011,2011-12-28,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"711,93249"
2011,2011-12-28,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"712,782929"
2011,2011-12-28,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,877999"
2011,2011-12-28,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8795"
2011,2011-12-28,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1021,213079"
2011,2011-12-28,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1022,87007"
2011,2011-12-29,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-29,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-29,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"718,427879"
2011,2011-12-29,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"719,376849"
2011,2011-12-29,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8662"
2011,2011-12-29,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,8674"
2011,2011-12-29,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1037,59237"
2011,2011-12-29,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1039,245519"
2011,2011-12-30,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-30,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-30,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"719,79606"
2011,2011-12-30,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"721,11275"
2011,2011-12-30,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8645"
2011,2011-12-30,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,866"
2011,2011-12-30,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1040,34833"
2011,2011-12-30,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1042,70313"
2011,2011-12-31,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2011,2011-12-31,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2011,2011-12-31,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"719,79606"
2011,2011-12-31,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"721,11275"
2011,2011-12-31,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8645"
2011,2011-12-31,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Venta,"1,866"
2011,2011-12-31,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Compra,"1040,34833"
2011,2011-12-31,Real brasileño,AMERICA,BRL,Pesos colombianos por cada moneda,Venta,"1042,70313"
2012,2012-01-01,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Compra,"2,696"
2012,2012-01-01,Nuevo Sol peruano,AMERICA,PEN,Moneda por cada dólar estadounidense,Venta,"2,697"
2012,2012-01-01,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Compra,"719,79606"
2012,2012-01-01,Nuevo Sol peruano,AMERICA,PEN,Pesos colombianos por cada moneda,Venta,"721,11275"
2012,2012-01-01,Real brasileño,AMERICA,BRL,Moneda por cada dólar estadounidense,Compra,"1,8645"
